Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,nicotine_strength (product.metafields.custom.nicotine_strength),Showcase - Best Seller (product.metafields.custom.showcase_best_seller),Showcase - Featured (product.metafields.custom.showcase_featured),Showcase - Hero Accessories (product.metafields.custom.showcase_hero_accessories),Showcase - Hero CBD (product.metafields.custom.showcase_hero_cbd),Showcase - Hero Devices (product.metafields.custom.showcase_hero_devices),Showcase - Hero Disposables (product.metafields.custom.showcase_hero_disposables),Showcase - Hero E-Liquids (product.metafields.custom.showcase_hero_eliquids),Showcase - Hero Nicotine Pouches (product.metafields.custom.showcase_hero_nicotine_pouches),Showcase - Hero Pods/Coils (product.metafields.custom.showcase_hero_pods_coils),Showcase - New Arrival (product.metafields.custom.showcase_new_arrival),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),E-liquid variety (product.metafields.shopify.e-liquid-variety),VG/PG ratio (product.metafields.shopify.vg-pg-ratio),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
helwit-9mg-nicotine-pouches-mocha-20-pouches,HELWIT 9mg Nicotine Pouches Mocha - 20 Pouches,"<p><span data-mce-fragment=""1"">Experience a balanced and flavorful nicotine sensation with HELWIT 9mg Nicotine Pouches Mocha - 20 Pouches (Buy 2 Get 1 Free). Each slim can contain 20 pouches, each delivering a 9mg/g nicotine level. These all-white, tobacco-free pouches offer a rich and aromatic mocha flavour, perfect for convenient consumption on the go. With a net weight of 10g, they easily fit under the upper lip for a quick and satisfying release. Enjoy the moderate nicotine strength and indulge in the delicious mocha taste, especially in smoke-free environments. Discover the contemporary and discreet way to enjoy nicotine today.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength - 3/4</li>
<li data-mce-fragment=""1"">9mg Nicotine Salt</li>
<li data-mce-fragment=""1"">Slim Packaging</li>
<li data-mce-fragment=""1"">Shelf Life 365 days</li>
<li data-mce-fragment=""1"">Made In Sweden</li>
<li data-mce-fragment=""1"">Weight: 10g</li>
</ul>
<p><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour:</strong><span data-mce-fragment=""1"">  Mocha</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ingredients:</strong><span data-mce-fragment=""1""> Cellulose fiber (E460i), Humectant (E422), Water, Flavourings, Nicotine Polacrilex, Salt, Erythritol (E968), Acidity regulator (E500), Sweetener (E955)</span></p>",HELWIT,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"9mg, nic_salt, nic_strength=9, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,AG0207X0474,9.0718474,shopify,0,deny,manual,3.92,4.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288841.webp?v=1763965681,1,267288841.webp,FALSE,HELWIT 9mg Nicotine Pouches Mocha - 20 Pouches,"Buy HELWIT HELWIT Mocha 9mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AG0207X0474,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"helwit, 9mg, 9 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288841.webp?v=1763965681,lb,,2.45,active
helwit-7mg-nicotine-pouches-cola-20-pouches,HELWIT 7mg Nicotine Pouches Cola - 20 Pouches,"<p><span data-mce-fragment=""1"">Experience modern and convenient nicotine enjoyment with HELWIT 7mg Nicotine Pouches Cola - 20 Pouches! Each slim pouch contains 7mg/g of nicotine and boasts a classic cola flavour, making it a discreet and pleasurable option for nicotine consumption. With a net weight of 10g, these all-white, tobacco-free pouches can easily fit under the upper lip for a quick and efficient release of nicotine. Choose these pouches for a balanced and satisfying nicotine experience in any environment.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<ul>
<li><span data-mce-fragment=""1"">Strength - 2/4</span></li>
<li><span data-mce-fragment=""1"">7mg Nicotine Salt</span></li>
<li><span data-mce-fragment=""1"">Slim Packaging</span></li>
<li><span data-mce-fragment=""1"">Shelf Life 365 days</span></li>
<li><span data-mce-fragment=""1"">Made In Sweden</span></li>
<li><span data-mce-fragment=""1"">Weight: 10g</span></li>
</ul>
<p><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour:</strong><span data-mce-fragment=""1""> Cola </span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ingredients:</strong><span data-mce-fragment=""1""> Cellulose fiber (E460i), Humectant (E422), Water, Flavourings, Nicotine Polacrilex, Salt, Erythritol (E968), Acidity regulator (E500), Sweetener (E955)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""></p>",HELWIT,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"7mg, nic_salt, nic_strength=7, nic_strength=8, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,AG0203X0474,9.0718474,shopify,0,deny,manual,3.92,4.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/helwit-7mg-nicotine-pouches-cola-20-pouches-2727698.webp?v=1766077446,1,HELWIT 7mg Nicotine Pouches Cola - 20 Pouches - Vapourism,FALSE,HELWIT 7mg Nicotine Pouches Cola - 20 Pouches,"Buy HELWIT HELWIT Cola 7mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AG0203X0474,new,FALSE,,,,,,7mg,,,,,,,,,,,,,,,,,"helwit, 7mg, 7 mg, cola, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/helwit-7mg-nicotine-pouches-cola-20-pouches-2727698.webp?v=1766077446,lb,,2.45,active
helwit-12mg-nicotine-pouches-salmiak-20-pouches,HELWIT 12mg Nicotine Pouches Salmiak - 20 Pouches,"<p><span data-mce-fragment=""1"">Experience the potent and flavorful nicotine delivery offered by HELWIT 12mg Nicotine Pouches Salmiak. This modern and discreet product contains 20 slim pouches per can, each with a nicotine level of 12mg. Enjoy the unique salmiak flavour of these tobacco-free, all-white pouches, designed for a quick and efficient release of nicotine. With a net weight of 10g, these pouches fit comfortably under the upper lip, making them perfect for smoke-free environments. Don't miss out on the robust nicotine strength and distinct salmiak taste - try HELWIT 12mg Nicotine Pouches Salmiak today! </span><br data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength - 4/4</li>
<li data-mce-fragment=""1"">12mg Nicotine Salt</li>
<li data-mce-fragment=""1"">Slim Packaging</li>
<li data-mce-fragment=""1"">Shelf Life 365 days</li>
<li data-mce-fragment=""1"">Made In Sweden</li>
<li data-mce-fragment=""1"">Weight: 10g</li>
</ul>
<p><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour:</strong><span data-mce-fragment=""1"">  Salmiak </span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ingredients:</strong><span data-mce-fragment=""1""> Cellulose fiber (E460i), Humectant (E422), Water, Flavourings, Nicotine Polacrilex, Salt, Erythritol (E968), Acidity regulator (E500), Sweetener (E955)</span><br data-mce-fragment=""1""></p>",HELWIT,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"12mg, nic_salt, nic_strength=12, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,AG0206X0474,9.0718474,shopify,0,deny,manual,3.92,4.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289259.webp?v=1763965571,1,267289259.webp,FALSE,HELWIT 12mg Nicotine Pouches Salmiak - 20 Pouches,"Buy HELWIT HELWIT Salmiak 12mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AG0206X0474,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"helwit, 12mg, 12 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289259.webp?v=1763965571,lb,,2.45,active
6mg-muse-nicotine-pouches-cdu-bundle-30-units-free-stand,6mg Muse Nicotine Pouches CDU Bundle 30 Units + Free Stand,"<h3>First UK Made Nicotine Pouch Brand!  </h3>
<h4><strong>Tobacco Free &amp; Sugar Free!</strong></h4>
<p>Looking for a premium nicotine pouch experience? The 6mg Muse Nicotine Pouches CDU Bundle is your perfect choice, offering a set of 30 units with six unique flavours to suit every taste. This bundle includes 5x Cool Mint, 5x Liquorice, 5x Strawberry Raspberry Cherry, 5x Orange Mango, 5x Iron Brew, and 5x Cola Ice—each crafted to deliver a smooth, tobacco-free nicotine experience. Whether you crave the refreshing chill of mint, the boldness of liquorice, or the fruity zest of orange mango, this bundle has it all. Perfect for adult users seeking a discreet, sugar-free alternative, Muse nicotine pouches are designed for convenience and satisfaction. exceptional product line that's a game-changer for retail stores across the United Kingdom.<br><br>Order now to enjoy this exclusive variety pack and elevate your nicotine experience with Muse's signature British-inspired flavours, don’t miss out!</p>
<p><strong>Specifications: </strong><br></p>
<ul>
<li>30 Muse Nicotine Pouch Cans Total <br>
</li>
<li>6mg Nicotine Pouch Strengths</li>
<li>Limited Time Offer</li>
<li>6 Flavours in total!</li>
<li>Original &amp; Mix Range</li>
</ul>
<p><strong>What's in the Bundle: </strong><br></p>
<ul>
<li>30x Muse Nicotine Pouch Cans<br>
</li>
<li>1x Counter Top Display Unit  </li>
</ul>
<p><strong>Flavours: <br></strong></p>
<ul>
<li>5x 6mg Cool Mint <br>
</li>
<li>5x 6mg Liquorice</li>
<li>5x 6mg Strawberry Raspberry Cherry </li>
<li>5x 6mg Orange Mango</li>
<li>5x 6mg Iron Brew </li>
<li>5x 6mg Cola Ice</li>
</ul>
<p> </p>",Muse,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"6mg, fruity, ice, nic_salt, nic_strength=6, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,Z8809,1501.390745,shopify,10,deny,manual,96,120,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/6mg-muse-nicotine-pouches-cdu-bundle-30-units-free-stand-5574131.webp?v=1766077686,1,6mg Muse Nicotine Pouches CDU Bundle 30 Units + Free Stand - Vapourism,FALSE,6mg Muse Nicotine Pouches CDU Bundle 30 Units + Free Stand,"Buy Muse Muse CDU Bundle 6mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,Z8809,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"muse, 6mg, 6 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/6mg-muse-nicotine-pouches-cdu-bundle-30-units-free-stand-5574131.webp?v=1766077686,lb,,60,unlisted
11mg-ubbs-menthol-strong-nicotine-pouches-20-pouches,11mg Übbs Menthol Strong Nicotine Pouches - 20 Pouches,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Übbs Strong Nicotine Pouches! </span>Discover a refreshing burst of flavour with 11mg. Each convenient pack contains 20 pouches that quickly disperse nicotine in your mouth for a satisfying hit without smoke or unpleasant odours. Designed for those seeking a clean and enjoyable alternative to traditional tobacco products, Übbs Nicotine Pouches offer a convenient and discreet way to enjoy nicotine without tobacco. With a wide range of flavours and a focus on convenience, these pouches are perfect for anyone looking for a new, smoke-free nicotine experience.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 11 mg/g</li>
<li data-mce-fragment=""1"">Regular Strength </li>
<li data-mce-fragment=""1"">Weight: 30g </li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong><span data-mce-fragment=""1""> </span>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes. <br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour: <br data-mce-fragment=""1""></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Menthol</li>
</ul>",Übbs,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"11mg, ice, nic_strength=11, nicotine_pouches, parse_attributes_0, pouch, tobacco, traditional_nicotine",TRUE,Title,Default Title,,,,,,,,AJ0071X0467,31.7514659,shopify,146,deny,manual,4,5,TRUE,TRUE,,,,,8904415400375,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289299.webp?v=1763965378,1,267289299.webp,FALSE,11mg Übbs Menthol Strong Nicotine Pouches - 20 Pouches,"Buy Übbs Übbs Menthol Strong 11mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AJ0071X0467,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"übbs, 11mg, 11 mg, menthol, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289299.webp?v=1763965378,lb,,2.5,active
16mg-poke-mint-nicotine-pouches-20-pouches,16mg Poke Mint Nicotine Pouches - 20 Pouches,"Experience 16mg Poke Mint Nicotine Pouches, a convenient and refreshing option for nicotine consumption without the use of smoke or vapor. Each package includes 20 pouches, offering a satisfying experience with a minty twist. Perfect for on-the-go use, these pouches provide a discreet and smoke-free choice for nicotine consumption. The 16mg strength balances flavour and nicotine delivery, catering to both experienced users and those looking to moderate their intake. Indulge in a burst of minty freshness at any time with Poke Mint Nicotine Pouches.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 16mg Per Pouch</li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
<li data-mce-fragment=""1"">Tobacco-free, smoke-free and vapour-free</li>
<li data-mce-fragment=""1"">Mint Flavouring</li>
</ul>
<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.",Poke,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"16mg, ice, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,EE0032X0496,31.7514659,shopify,0,deny,manual,3.2,4,TRUE,TRUE,,,,,5744000049991,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288885.webp?v=1763965308,1,267288885.webp,FALSE,16mg Poke Mint Nicotine Pouches - 20 Pouches,"Buy Poke Poke Mint 16mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EE0032X0496,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"poke, 16mg, 16 mg, mint, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288885.webp?v=1763965308,lb,,2,active
helwit-7mg-nicotine-pouches-mint-20-pouches,HELWIT 7mg Nicotine Pouches Mint - 20 Pouches,"<p><span data-mce-fragment=""1"">Experience the invigorating freshness and discreet convenience of HELWIT 7mg Nicotine Pouches Mint. Each sleek can contains 20 slim, all-white pouches delivering 7mg/g of nicotine. Enjoy the balanced and refreshing mint flavour while on the go, with the pouches designed to fit comfortably under the upper lip for a fast and efficient nicotine release. Perfect for those seeking a satisfying nicotine experience in smoke-free environments, these pouches offer a mellow strength and powerful taste. Add an energizing twist to your day with HELWIT 7mg Nicotine Pouches Mint!</span><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength - 2/4</li>
<li data-mce-fragment=""1"">7mg Nicotine Salt</li>
<li data-mce-fragment=""1"">Slim Packaging</li>
<li data-mce-fragment=""1"">Shelf Life 365 days</li>
<li data-mce-fragment=""1"">Made In Sweden</li>
<li data-mce-fragment=""1"">Weight: 10g</li>
</ul>
<p><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour:</strong><span data-mce-fragment=""1""> Mint </span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Ingredients:</strong><span data-mce-fragment=""1""> Cellulose fiber (E460i), Humectant (E422), Water, Flavourings, Nicotine Polacrilex, Salt, Erythritol (E968), Acidity regulator (E500), Sweetener (E955)</span></p>",HELWIT,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"7mg, ice, nic_salt, nic_strength=7, nic_strength=8, nicotine_pouches, parse_attributes_0, pouch",TRUE,Title,Default Title,,,,,,,,AG0201X0474,9.0718474,shopify,0,deny,manual,3.92,4.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289329.webp?v=1763965294,1,267289329.webp,FALSE,HELWIT 7mg Nicotine Pouches Mint - 20 Pouches,"Buy HELWIT HELWIT Mint 7mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AG0201X0474,new,FALSE,,,,,,7mg,,,,,,,,,,,,,,,,,"helwit, 7mg, 7 mg, mint, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289329.webp?v=1763965294,lb,,2.45,active
12mg-syke-nicotine-pouches-20-pouches,12mg SYKE Nicotine Pouches - 20 Pouches,"<p><span>SYKE Nicotine Pouches in 12mg strength offer a modern, tobacco-free alternative for those seeking a clean and convenient nicotine experience. Each can contains 20 slim, discreet pouches designed for comfortable placement under the upper lip, delivering a smooth and steady release of nicotine throughout the day. These pouches are formulated with pharmaceutical-grade nicotine and premium flavourings, ensuring a gratifying sensation with every use.</span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li><span>Nicotine Strength: 12mg</span></li>
<li><span>20 Pouches</span></li>
<li><span>Tobacco Free</span></li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li><span>Spearmint</span></li>
<li><span>Strawberry Lime</span></li>
<li><span>Watermelon</span></li>
<li><span>Cherry Kisses</span></li>
</ul>",SYKE,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"12mg, fruity, ice, nic_salt, nic_strength=12, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Spearmint,,,,,,,,EI0330X0535,31.7514659,shopify,88,deny,manual,3.28,4.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267290012.webp?v=1763965273,1,267290012.webp,FALSE,12mg SYKE Nicotine Pouches - 20 Pouches,"Buy SYKE SYKE 12mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EI0330X0535,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"syke, 12mg, 12 mg, nicotine pouches, nic pouches, tobacco free",,lb,,2.05,active
12mg-syke-nicotine-pouches-20-pouches,,,,,,,,,Strawberry & Lime,,,,,,,,EI0331X0535,31.7514659,shopify,85,deny,manual,3.28,4.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267290013.webp?v=1763965274,2,267290013.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.05,
12mg-syke-nicotine-pouches-20-pouches,,,,,,,,,Watermelon & Guava,,,,,,,,EI0332X0535,31.7514659,shopify,89,deny,manual,3.28,4.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267290014.webp?v=1763965273,3,267290014.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.05,
